_id,PK,CCR,HIERARCHY,INCIDENTTIME,Date,Time,INCIDENTLOCATION,Zip_Code,CLEAREDFLAG,Neighborhood,Police_Zone,Incident_Description,OFFENSES,INCIDENTTRACT,Council_District,PUBLIC_WORKS_DIVISION,Latitude ,Longitude 
3466,148347223,17012695,14,2017-01-21T11:00:00,2017-01-21,11:00:00,"Fifth Ave & Ivy St Pittsburgh, PA 15232",15232,N,Central Business District,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,8,3,-79.93098061,40.44940925
3467,148347353,17012748,14,2017-01-21T12:00:00,2017-01-21,12:00:00,"4500 Block Centre Ave Pittsburgh, PA 15213",15213,N,North Oakland,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,507,8,3,-79.95296895,40.45154051
3490,148356869,17012874,14,2017-01-21T12:35:00,2017-01-21,12:35:00,"200 Block Nobles Ln Pittsburgh, PA 15210",15210,N,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503 Criminal Trespass,2901,4,4,-79.99401852,40.40271475
3519,-2799006955,17014418,14,2017-01-24T08:40:00,2017-01-24,08:40:00,"Craft Pl & Ophelia St Pittsburgh, PA 15213",15213,N,South Oakland,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,409,6,3,-79.96281364,40.43493002
362,147330020,17002954,26,2017-01-05T18:23:00,2017-01-05,18:23:00,"1800 Block Spring Garden Ave Pittsburgh, PA 15212",15212,N,Spring Garden,1,CRIMINAL TRESPASS,3503 Criminal Trespass,2412,1,1,-79.98530271,40.46743137
419,147422373,17003992,26,2017-01-07T15:13:00,2017-01-07,15:13:00,"200 Block Bracey Ct Pittsburgh, PA 15221",15221,Y,Larimer,5,CRIMINAL TRESPASS,3503 Criminal Trespass,1208,9,2,-79.86823591,40.4552152
1114,147345362,17003155,26,2017-01-06T02:30:00,2017-01-06,02:30:00,"1000 Block Herron Ave Pittsburgh, PA 15219",15219,Y,Polish Hill,2,CRIMINAL TRESPASS,3503 Criminal Trespass,605,7,6,-79.9649776,40.45670274
1263,-2932001417,17005721,26,2017-01-10T12:30:00,2017-01-10,12:30:00,"20 Block Magdalene St Pittsburgh, PA 15203",15203,N,South Side Slopes,3,CRIMINAL TRESPASS,3503 Criminal Trespass,1706,3,4,-79.98100053,40.42372777
1412,147383136,17003544,26,2017-01-06T18:06:00,2017-01-06,18:06:00,"6800 Block Frankstown Ave Pittsburgh, PA 15208",15208,Y,Homewood West,5,CRIMINAL TRESPASS,3503 Criminal Trespass,1207,9,2,-79.90598029,40.45810133
1531,-2843000946,17004447,26,2017-01-08T09:00:00,2017-01-08,09:00:00,"1100 Block Goodman St Pittsburgh, PA 15218",15218,N,Swisshelm Park,4,CRIMINAL TRESPASS,3503 Criminal Trespass,1411,5,3,-79.90608107,40.4185586
1636,146636832,16239598,26,2016-12-26T13:24:00,2016-12-26,13:24:00,"1500 Block Boyle St Pittsburgh, PA 15212",15212,Y,Central North Side,1,CRIMINAL TRESPASS,3503 Criminal Trespass / 9498 302 (Mental),2206,6,1,-80.00647982,40.45847014
2016,147777331,17007198,26,2017-01-12T18:19:00,2017-01-12,18:19:00,"700 Block Wilkinsburg Ave Pittsburgh, PA 15221",15221,N,East Hills,5,CRIMINAL TRESPASS,3503 Criminal Trespass / 2709(b) Stalking,1306,9,2,-79.87601039,40.4548649
2473,147966767,17009949,26,2017-01-17T04:20:00,2017-01-17,04:20:00,"3700 Block Mc Clure Ave Pittsburgh, PA 15212",15212,N,Brighton Heights,1,CRIMINAL TRESPASS,3503 Criminal Trespass,2701,1,1,-80.03644917,40.4829042
2633,148325280,17012367,26,2017-01-20T20:50:00,2017-01-20,20:50:00,"500 Block Marlow St Pittsburgh, PA 15220",15220,N,Elliott,6,CRIMINAL TRESPASS,3503 Criminal Trespass,2020,2,5,-80.03602164,40.44540974
2886,148072170,17010494,26,2017-01-17T22:41:00,2017-01-17,22:41:00,"5400 Block Dyke St Pittsburgh, PA 15207",15207,Y,Hazelwood,4,CRIMINAL TRESPASS,3503 Criminal Trespass,1515,5,3,-79.9425045,40.40236996
3046,148313228,17012234,26,2017-01-20T17:30:00,2017-01-20,17:30:00,"2800 Block Mary St Pittsburgh, PA 15203",15203,Y,South Side Slopes,3,CRIMINAL TRESPASS,3503 Criminal Trespass,1608,3,4,-79.96837389,40.42421558
3146,148098412,17010192,8,2017-01-17T14:43:00,2017-01-17,14:43:00,"2900 Block Chartiers Ave Pittsburgh, PA 15204",15204,N,Sheraden,6,DANGEROUS BURNING,3301(d.1) Dangerous Burning,2018,2,5,-80.05638498,40.45390651
32,147370960,17003221,99,2017-01-06T07:30:00,2017-01-06,07:30:00,"1300 Block Barr Ave Pittsburgh, PA 15205",15205,Y,Westwood,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2811,2,5,-80.05262364,40.43646662
33,-2761031751,17003392,99,2017-01-06T13:46:00,2017-01-06,13:46:00,"7000 Block Monticello St Pittsburgh, PA 15208",15208,Y,Homewood North,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1301,9,2,-79.90028586,40.46016214
74,146853596,16241379,99,2016-12-29T17:15:00,2016-12-29,17:15:00,"1500 Block Belasco Ave Pittsburgh, PA 15216",15216,N,Beechview,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1916,4,5,-80.02755852,40.41159841
224,146971051,17000398,99,2017-01-01T14:50:00,2017-01-01,14:50:00,"3400 Block Shadeland Ave Pittsburgh, PA 15212",15212,N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2703,1,1,-80.03332337,40.47734497
232,147206955,17002113,99,2017-01-04T12:59:00,2017-01-04,12:59:00,"2100 Block E Carson St Pittsburgh, PA 15203",15203,N,South Side Flats,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1609,3,4,-79.97606866,40.42830665
276,146914785,16241915,99,2016-12-30T17:40:00,2016-12-30,17:40:00,"1200 Block Federal St N Pittsburgh, PA 15220",15220,N,Central Business District,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA) / 9997 Overdose Death,201,1,1,-80.00648864,40.4560264
400,147373460,17003382,99,2017-01-06T13:15:00,2017-01-06,13:15:00,"3500 Block Massachusetts Ave Pittsburgh, PA 15212",15212,N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2703,1,1,-80.03967443,40.47824397
488,146961927,17000232,99,2017-01-01T08:38:00,2017-01-01,08:38:00,"500 Block General Robinson St W Pittsburgh, PA 15212",15212,N,North Shore,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2205,1,1,-79.99850333,40.44913476
518,147237263,17002294,99,2017-01-04T17:10:00,2017-01-04,17:10:00,"1600 Block Lincoln Ave Pittsburgh, PA 15206",15206,Y,Lincoln-Lemington-Belmar,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1201,9,2,-79.89260763,40.47041005
521,147081553,17001291,99,2017-01-03T06:38:00,2017-01-03,06:38:00,"7100 Block Apple Ave Pittsburgh, PA 15208",15208,N,Homewood North,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1301,9,2,-79.89515474,40.46322751
706,147579137,17005760,99,2017-01-10T15:05:00,2017-01-10,15:05:00,"200 Block Bascom St Pittsburgh, PA 15214",15214,N,Perry North,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2602,1,1,-80.02585605,40.4947339
717,-2839000420,17001512,99,2017-01-03T13:50:00,2017-01-03,13:50:00,"1300 Block Manning St Pittsburgh, PA 15206",15206,N,Lincoln-Lemington-Belmar,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1203,9,2,-79.89693205,40.46796066
998,147560193,17005576,99,2017-01-10T11:21:00,2017-01-10,11:21:00,"2700 Block Berg St Pittsburgh, PA 15203",15203,N,South Side Slopes,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1608,3,4,-79.97093739,40.41934051
1022,146748450,16240537,99,2016-12-28T09:00:00,2016-12-28,09:00:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",15212,Y,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2708,1,1,-80.03519475,40.48324656
1094,147333111,17002899,99,2017-01-05T17:06:00,2017-01-05,17:06:00,"500 Block Loretto Rd Pittsburgh, PA 15217",15217,Y,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1517,5,3,-79.93979019,40.42089156
1128,146957061,17000187,99,2017-01-01T05:48:00,2017-01-01,05:48:00,"2800 Block Centre Ave Pittsburgh, PA 15219",15219,N,Middle Hill,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),501,6,3,-79.96634911,40.44764589
1130,146960604,17000219,99,2017-01-01T08:00:00,2017-01-01,08:00:00,"1400 Block Fallowfield Ave Pittsburgh, PA 15216",15216,N,Beechview,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1916,4,5,-80.02416982,40.41426716
1199,-2911000237,17000866,99,2017-01-02T12:54:00,2017-01-02,12:54:00,"400 Block W Elizabeth St Pittsburgh, PA 15207",15207,N,Hazelwood,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1501,5,3,-79.93832889,40.40780796
1674,-2746015144,16240909,99,2016-12-28T21:01:00,2016-12-28,21:01:00,"1100 Block Village Rd Pittsburgh, PA 15205",15205,N,Fairywood,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2808,2,5,-80.07735727,40.44956996
1756,146925483,16242198,99,2016-12-31T02:23:00,2016-12-31,02:23:00,"5800 Block East Liberty Blvd Pittsburgh, PA 15206",15206,N,East Liberty,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1115,9,2,-79.92523163,40.46681633
1757,146926876,16242252,99,2016-12-31T05:18:00,2016-12-31,05:18:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",15221,N,East Hills,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1306,9,2,-79.86682966,40.45338758
1760,146779187,16240751,99,2016-12-28T16:10:00,2016-12-28,16:10:00,"5900 Block Alder St Pittsburgh, PA 15232",15232,Y,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),705,8,2,-79.92873426,40.45631979
1804,-2952000963,17000751,99,2017-01-02T08:24:00,2017-01-02,08:24:00,"1400 Block Hass St Pittsburgh, PA 15204",15204,Y,Chartiers City,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2021,2,5,-80.07007709,40.45696547
1859,-2782003399,17002762,99,2017-01-05T12:31:00,2017-01-05,12:31:00,"1200 Block Pennsylvania Ave Pittsburgh, PA 15233",15233,Y,Manchester,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2107,6,1,-80.02262757,40.45487984
1869,-2818001406,17003647,99,2017-01-06T22:15:00,2017-01-06,22:15:00,"5800 Block Morrowfield Ave Pittsburgh, PA 15217",15217,N,Squirrel Hill South,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1414,5,3,-79.9253219,40.42766225
1881,146974297,17000434,99,2017-01-01T15:00:00,2017-01-01,15:00:00,"5100 Block Friendship Ave Pittsburgh, PA 15224",15224,N,Bloomfield,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA) / 9997 Overdose Death,806,7,2,-79.94283658,40.46219317
1945,147298877,17002688,99,2017-01-05T10:00:00,2017-01-05,10:00:00,"700 Block Cedar Ave Pittsburgh, PA 15212",15212,N,Allegheny Center,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2204,1,1,-80.00151678,40.45298858
2106,147775521,17007112,99,2017-01-12T16:10:00,2017-01-12,16:10:00,"400 Block Cedarville St Pittsburgh, PA 15224",15224,N,Bloomfield,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),802,7,2,-79.95029587,40.4600559
2164,147929402,17009466,99,2017-01-16T09:50:00,2017-01-16,09:50:00,"1200 Block Crescent Pl Pittsburgh, PA 15217",15217,N,Squirrel Hill South,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1414,5,3,-79.9130145,40.42333904
2238,148362363,17012996,99,2017-01-21T20:05:00,2017-01-21,20:05:00,"2600 Block Winchester Dr Pittsburgh, PA 15220",15220,N,Banksville,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2023,2,5,-80.04413795,40.41196498
2264,-2782003612,17014151,99,2017-01-23T18:58:00,2017-01-23,18:58:00,"Woessner Ave Pittsburgh, PA 15212",15212,Y,Spring Hill-City View,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2620,1,1,-79.995282,40.46588326
2304,148475032,17014129,99,2017-01-23T18:25:00,2017-01-23,18:25:00,"300 Block Stratford Ave Pittsburgh, PA 15232",15232,Y,Friendship,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),807,7,2,-79.93360519,40.4609519
2389,147898528,17009183,99,2017-01-15T19:46:00,2017-01-15,19:46:00,"2100 Block Mazette Pl Pittsburgh, PA 15205",15205,N,Fairywood,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2808,2,5,-80.08450333,40.44605158
2401,147809666,17007499,99,2017-01-13T07:29:00,2017-01-13,07:29:00,"600 Block Hillsboro St Pittsburgh, PA 15204",15204,N,Sheraden,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2018,2,5,-80.05278859,40.45382839
2433,147944833,17009605,99,2017-01-16T15:05:00,2017-01-16,15:05:00,"10 Block Carrick Ave Pittsburgh, PA 15210",15210,N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA) / 9997 Overdose Death,2904,4,4,-79.98297307,40.3872366
2550,148159445,17010872,99,2017-01-18T15:00:00,2017-01-18,15:00:00,"600 Block Rossmore Ave Pittsburgh, PA 15226",15226,N,Brookline,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1919,4,4,-80.02134712,40.39692152
2561,148352387,17012801,99,2017-01-21T14:30:00,2017-01-21,14:30:00,"2800 Block Middletown Rd Pittsburgh, PA 15205",15205,Y,Windgap,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2807,2,5,-80.06084697,40.44696531
2759,147725773,17006864,99,2017-01-12T09:41:00,2017-01-12,09:41:00,"500 Block Mountain Ave Pittsburgh, PA 15210",15210,N,St. Clair,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1606,3,4,-79.97732179,40.41147802
2761,148492854,17014375,99,2017-01-24T05:26:00,2017-01-24,05:26:00,"500 Block Oakwood St Pittsburgh, PA 15221",15221,Y,East Hills,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1306,9,2,-79.88374192,40.44907284
2933,-2892001580,17007736,99,2017-01-13T15:25:00,2017-01-13,15:25:00,"200 Block Elmore St Pittsburgh, PA 15219",15219,N,Middle Hill,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),501,6,3,-79.97534609,40.44181467
3012,147945594,17009601,99,2017-01-16T14:46:00,2017-01-16,14:46:00,"1800 Block Broadway Ave Pittsburgh, PA 15216",15216,N,Beechview,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1920,4,5,-80.02576677,40.40779483
3115,-2782003556,17011925,99,2017-01-20T06:30:00,2017-01-20,06:30:00,"1300 Block N Franklin St Pittsburgh, PA 15233",15233,Y,Manchester,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2107,6,1,-80.0243305,40.45266693
3231,148183047,17011105,99,2017-01-18T21:13:00,2017-01-18,21:13:00,"200 Block Poplargrove St Pittsburgh, PA 15210",15210,N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2902,4,4,-79.98476519,40.39655115
3524,147731864,17006849,99,2017-01-12T09:00:00,2017-01-12,09:00:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",15214,N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2614,6,1,-80.00981673,40.46761646
3600,147725343,17006829,99,2017-01-12T08:00:00,2017-01-12,08:00:00,"Bayard Rd Pittsburgh, PA 15213",15213,N,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),709,8,3,-79.95318702,40.44794756
1668,146778686,16240770,11,2016-12-28T16:45:00,2016-12-28,16:45:00,"Smithfield St Brg & E Carson St Pittsburgh, PA 15219",15219,Y,South Shore,3,DECEPTIVE BUSINESS PRACTICES,4107 Deceptive Business Practices.,1921,,,0,0
4,147219911,17002166,24,2017-01-04T15:41:00,2017-01-04,15:41:00,"1400 Block 5th Ave Pittsburgh, PA 15219",15219,Y,Central Business District,2,DISORDERLY CONDUCT,5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,3,-79.98631004,40.43836994
164,146974863,17000480,24,2017-01-01T18:00:00,2017-01-01,18:00:00,"Straubs Ln & Niggel St Pittsburgh, PA 15212",15212,Y,Troy Hill,1,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 607.13 Penalties for Discharging Firearms or Air Guns,2406,1,1,-79.98088523,40.46806769
202,147057173,17001092,24,2017-01-02T19:40:00,2017-01-02,19:40:00,"10 Block Aurelia St Pittsburgh, PA 15206",15206,N,Shadyside,4,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 3507 Lamps and Other Equipment on Pedalcycles.,708,8,2,-79.92060187,40.45767079
296,147118744,17000046,24,2017-01-01T01:30:00,2017-01-01,01:30:00,"1600 Block E Carson St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,4,-79.98264653,40.42874675
345,147427812,17004027,24,2017-01-07T16:11:00,2017-01-07,16:11:00,"3400 Block Blvd Of The Allies Pittsburgh, PA 15213",15213,Y,Central Oakland,4,DISORDERLY CONDUCT,5503 Disorderly Conduct.,405,3,3,-79.95815394,40.43584868
633,147499583,17004314,24,2017-01-08T02:05:00,2017-01-08,02:05:00,"1400 Block E Carson St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,4,-79.98403098,40.42864859
931,147680601,17006609,24,2017-01-11T02:00:00,2017-01-11,02:00:00,"E Carson St & S 14th St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,4,-79.98414574,40.42879918
999,146947286,16242622,24,2016-12-31T21:26:00,2016-12-31,21:26:00,"700 Block Penn Ave Pittsburgh, PA 15222",15222,Y,Central Business District,2,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages. / 602.04(b)(2) Aggressive Panhandling,201,6,6,-80.00022097,40.44318264
1333,147314013,17002842,24,2017-01-05T15:50:00,2017-01-05,15:50:00,"500 Block Market St Pittsburgh, PA 15222",15222,Y,Central Business District,2,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-80.00203404,40.44137448
1490,147654008,17005987,24,2017-01-10T22:15:00,2017-01-10,22:15:00,"Alice St & Grimes Ave Pittsburgh, PA 15210",15210,Y,Knoxville,3,DISORDERLY CONDUCT,5503 Disorderly Conduct.,3001,3,4,-79.99339651,40.40991491
1499,147432915,17004315,24,2017-01-08T02:05:00,2017-01-08,02:05:00,"1400 Block E Carson St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 3503(b)(1)(i) Actual Communication,1702,3,4,-79.98403098,40.42864859
1539,147405949,17003730,24,2017-01-07T01:27:00,2017-01-07,01:27:00,"300 Block North Shore Dr Pittsburgh, PA 15212",15212,Y,North Shore,1,DISORDERLY CONDUCT,5503 Disorderly Conduct.,2205,1,1,-80.00964027,40.45494869
1592,147509230,17000027,24,2017-01-01T00:36:00,2017-01-01,00:36:00,"1500 Block E Carson St Pittsburgh, PA 15203",15203,N,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct.,1702,3,4,-79.98330671,40.42868483
1710,146953303,17000089,24,2017-01-01T01:45:00,2017-01-01,01:45:00,"1200 Block Sandusky St N Pittsburgh, PA 15212",15212,Y,Central North Side,1,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 5101 Obstructing Admin. of Law ,2206,1,1,-80.00462594,40.45630478
1968,147420277,17003740,24,2017-01-07T01:54:00,2017-01-07,01:54:00,"1500 Block E Carson St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,4,-79.98330671,40.42868483
2039,147861604,17008102,24,2017-01-14T01:35:00,2017-01-14,01:35:00,"1500 Block E Carson St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct.,1702,3,4,-79.98330671,40.42868483
2058,148168684,17008114,24,2017-01-14T02:01:00,2017-01-14,02:01:00,"E Carson St & S 15th St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct.,1702,3,4,-79.98342493,40.42881518
2063,148400558,17013664,24,2017-01-22T22:52:00,2017-01-22,22:52:00,"3500 Block Blvd Of The Allies Pittsburgh, PA 15213",15213,Y,South Oakland,4,DISORDERLY CONDUCT,5503 Disorderly Conduct.,409,3,3,-79.95642237,40.43506896
2305,148475880,17014239,24,2017-01-23T21:27:00,2017-01-23,21:27:00,"Sherwood Ave & Sheraden Blvd Pittsburgh, PA 15204",15204,Y,Sheraden,6,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 4914(A) False Identification to Law Enforcement,2018,2,5,-80.05416939,40.45513583
2639,148476298,17014237,24,2017-01-23T21:41:00,2017-01-23,21:41:00,"Sheraden Blvd & Sherwood Ave Pittsburgh, PA 15204",15204,Y,Sheraden,6,DISORDERLY CONDUCT,5503 Disorderly Conduct.,2018,2,5,-80.05416939,40.45513583
2643,148278478,17008724,24,2017-01-15T00:15:00,2017-01-15,00:15:00,"S 15th St & E Carson St Pittsburgh, PA 15203",15203,Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,4,-79.98342493,40.42881518
3293,147866393,17008523,24,2017-01-14T16:00:00,2017-01-14,16:00:00,"10 Block Mc Candless St Pittsburgh, PA 15201",15201,Y,Upper Lawrenceville,2,DISORDERLY CONDUCT,5503 Disorderly Conduct.,1011,7,2,-79.95550924,40.48356933
3329,148309582,17012184,24,2017-01-20T15:55:00,2017-01-20,15:55:00,"Chartiers Ave & Lorenz Ave Pittsburgh, PA 15220",15220,Y,Elliott,6,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,2020,2,5,-80.04063013,40.44397301
1421,147456285,17004789,99,2017-01-08T15:21:00,2017-01-08,15:21:00,"300 Block N Taylor Ave Pittsburgh, PA 15212",15212,N,Central North Side,1,DOG BITE,9492 Dog Bite,2206,1,1,-80.01026196,40.45689549
2863,147901841,17009318,99,2017-01-16T00:17:00,2017-01-16,00:17:00,"400 Block Parklow St Pittsburgh, PA 15210",15210,Y,Knoxville,3,DOG BITE,9492 Dog Bite,3001,3,4,-79.9955781,40.41293504
70,146594318,16239376,21,2016-12-26T00:51:00,2016-12-26,00:51:00,"N Craig St & Centre Ave Pittsburgh, PA 15213",15213,Y,North Oakland,4,DRIVING UNDER INFLUENCE,3731 Driving Under Influence of Alcohol or Controlled Substance / 5505 Public Drunkenness / 627.02(b)(ii) Smoking a small amount of marijuana in any public space,507,8,3,-79.95201778,40.45188388
37,147415391,17003917,99,2017-01-07T12:00:00,2017-01-07,12:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",15219,N,Crawford-Roberts,2,DRUG INVESTIGATION,9124 Drug Investigation,305,6,3,-79.9799791,40.44358094
359,147312606,17002734,99,2017-01-05T12:00:00,2017-01-05,12:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",15233,N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.02196514,40.45120975
555,147328288,17002890,99,2017-01-05T00:00:00,2017-01-05,00:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",15219,N,Crawford-Roberts,2,DRUG INVESTIGATION,9124 Drug Investigation,305,6,3,-79.9799791,40.44358094
617,146922939,16242094,99,2016-12-31T00:04:00,2016-12-31,00:04:00,"3200 Block Richardson Ave Pittsburgh, PA 15212",15212,N,Brighton Heights,1,DRUG INVESTIGATION,9124 Drug Investigation,2703,1,1,-80.03525979,40.47432524
689,147640023,17006287,99,2017-01-11T10:00:00,2017-01-11,10:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",15233,N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.02196514,40.45120975
767,147286896,17002707,99,2017-01-04T10:00:00,2017-01-04,10:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",15233,N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.02196514,40.45120975
992,147448549,17004597,99,2017-01-08T16:30:00,2017-01-08,16:30:00,"100 Block Art Rooney Ave Pittsburgh, PA 15212",15212,N,North Shore,1,DRUG INVESTIGATION,9124 Drug Investigation,2205,1,6,-80.01631623,40.44631465
1034,147089582,17001408,99,2017-01-03T07:00:00,2017-01-03,07:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",15210,N,Allentown,3,DRUG INVESTIGATION,9124 Drug Investigation,1803,3,4,-79.99357756,40.42153188
1211,147118864,17001150,99,2016-12-31T18:30:00,2016-12-31,18:30:00,"300 Block S Main St Pittsburgh, PA 15220",15220,N,West End,6,DRUG INVESTIGATION,9124 Drug Investigation,2019,7,2,-79.95794436,40.46737503
1439,147635367,17006175,99,2017-01-10T22:00:00,2017-01-10,22:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",15212,N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.01651556,40.45651505
1443,147639755,17006239,99,2017-01-11T11:30:00,2017-01-11,11:30:00,"600 Block Mayville Ave Pittsburgh, PA 15226",15226,N,Brookline,6,DRUG INVESTIGATION,9124 Drug Investigation,1917,4,4,-80.01445871,40.40150711
2349,148235375,17010852,99,2017-01-18T23:00:00,2017-01-18,23:00:00,"300 Block S Main St Pittsburgh, PA 15220",15220,N,West End,6,DRUG INVESTIGATION,9124 Drug Investigation,2019,7,2,-79.95794436,40.46737503
2931,147718063,17006865,99,2017-01-12T09:00:00,2017-01-12,09:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",15233,N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.02196514,40.45120975
3118,147959862,17009554,99,2017-01-16T12:00:00,2017-01-16,12:00:00,"300 Block S Main St Pittsburgh, PA 15220",15220,N,West End,6,DRUG INVESTIGATION,9124 Drug Investigation,2019,7,2,-79.95794436,40.46737503
