Date,Time,Zip_Code,Neighborhood,Police_Zone,Incident_Description,Council_District
2017-01-05,00:01:00,15226,Brookline,6,AGG-ASSAULT,4
2017-01-07,02:15:00,15221,East Hills,5,AGG-ASSAULT,9
2017-01-04,11:00:00,15216,Beechview,6,AGG-ASSAULT,4
2017-01-06,19:32:00,15204,Sheraden,6,AGG-ASSAULT,2
2017-01-06,20:10:00,15219,Middle Hill,2,AGG-ASSAULT,6
2017-01-09,00:22:00,15206,East Liberty,5,AGG-ASSAULT,9
2017-01-03,15:47:00,15206,Lincoln-Lemington-Belmar,5,AGG-ASSAULT,9
2017-01-02,02:37:00,15203,South Side Flats,3,AGG-ASSAULT,3
2017-01-05,10:50:00,15207,Hazelwood,4,AGG-ASSAULT,5
2017-01-08,21:30:00,15203,South Side Flats,3,AGG-ASSAULT,3
2017-01-07,22:20:00,15210,Allentown,3,AGG-ASSAULT,3
2017-01-09,17:00:00,15204,Sheraden,6,AGG-ASSAULT,2
2017-01-10,06:51:00,15221,Homewood South,5,AGG-ASSAULT,9
2017-01-11,03:34:00,15212,Spring Hill-City View,1,AGG-ASSAULT,1
2016-12-31,19:00:00,15212,East Allegheny,1,AGG-ASSAULT,1
2017-01-01,03:22:00,15212,Troy Hill,1,AGG-ASSAULT,1
2016-12-26,00:56:00,15208,Homewood South,5,AGG-ASSAULT,9
2017-01-11,17:40:00,15212,Northview Heights,1,AGG-ASSAULT,1
2017-01-11,19:42:00,15227,Hazelwood,4,AGG-ASSAULT,5
2016-12-27,00:50:00,15206,Larimer,5,AGG-ASSAULT,9
2017-01-12,01:50:00,15217,Squirrel Hill South,4,AGG-ASSAULT,
2017-01-05,03:33:00,15219,Crawford-Roberts,2,AGG-ASSAULT,6
2016-12-26,16:38:00,15219,South Shore,3,AGG-ASSAULT,2
2017-01-04,03:32:00,15204,Sheraden,6,AGG-ASSAULT,2
2017-01-05,03:33:00,15219,Crawford-Roberts,2,AGG-ASSAULT,6
2016-12-28,19:01:00,15226,Brookline,6,AGG-ASSAULT,4
2017-01-08,18:20:00,15212,North Shore,1,AGG-ASSAULT,1
2017-01-02,15:05:00,15221,Homewood South,5,AGG-ASSAULT,9
2017-01-01,03:22:00,15212,Troy Hill,1,AGG-ASSAULT,6
2017-01-02,12:23:00,15221,East Hills,5,AGG-ASSAULT,9
2017-01-04,01:49:00,15204,Sheraden,6,AGG-ASSAULT,2
2017-01-06,00:15:00,15203,South Side Flats,3,AGG-ASSAULT,3
2017-01-08,23:32:00,15210,Allentown,3,AGG-ASSAULT,3
2017-01-07,10:15:00,15201,Lower Lawrenceville,2,AGG-ASSAULT,7
2017-01-09,19:30:00,15136,Sheraden,OSC,AGG-ASSAULT,2
2017-01-09,17:21:00,15221,Homewood South,5,AGG-ASSAULT,9
2016-12-29,01:14:00,15224,Bloomfield,5,AGG-ASSAULT,7
2016-12-26,22:38:00,15212,Spring Hill-City View,1,AGG-ASSAULT,1
2016-12-30,10:30:00,15212,Brighton Heights,1,AGG-ASSAULT,1
2016-12-31,02:32:00,15212,Fineview,1,AGG-ASSAULT,6
2016-12-27,16:00:00,15212,Marshall-Shadeland,1,AGG-ASSAULT,1
2016-12-27,12:30:00,15204,Windgap,6,AGG-ASSAULT,2
2016-12-28,16:39:00,15208,Homewood South,5,AGG-ASSAULT,9
2017-01-01,00:28:00,15203,South Side Flats,3,AGG-ASSAULT,3
2017-01-01,22:26:00,15203,South Side Flats,3,AGG-ASSAULT,3
2016-12-30,23:55:00,15212,Central North Side,1,AGG-ASSAULT,6
2016-12-31,02:13:00,15222,Central Business District,2,AGG-ASSAULT,6
2016-12-29,08:49:00,15220,West End,6,AGG-ASSAULT,2
2017-01-05,05:00:00,15214,Perry South,1,AGG-ASSAULT,1
2016-12-31,00:00:00,15226,Brookline,6,AGG-ASSAULT,
2017-01-08,04:55:00,15207,Hazelwood,4,AGG-ASSAULT,5
2017-01-05,13:30:00,15206,East Liberty,5,AGG-ASSAULT,9
2017-01-04,19:36:00,15204,Sheraden,OSC,AGG-ASSAULT,2
2017-01-04,01:49:00,15204,Sheraden,6,AGG-ASSAULT,2
2017-01-15,19:01:00,15201,Upper Lawrenceville,2,AGG-ASSAULT,7
2017-01-16,23:50:00,15214,Perry North,1,AGG-ASSAULT,1
2017-01-15,00:37:00,15227,Carrick,3,AGG-ASSAULT,
2017-01-12,20:43:00,15208,Homewood West,5,AGG-ASSAULT,9
2017-01-19,19:48:00,15213,West Oakland,4,AGG-ASSAULT,8
2017-01-07,10:15:00,15201,Lower Lawrenceville,2,AGG-ASSAULT,7
2017-01-20,00:50:00,15203,South Side Flats,3,AGG-ASSAULT,3
2017-01-12,23:59:00,15204,Sheraden,6,AGG-ASSAULT,2
2017-01-13,00:34:00,15222,Central Business District,2,AGG-ASSAULT,6
2017-01-14,01:55:00,15203,South Side Flats,3,AGG-ASSAULT,3
2017-01-15,22:30:00,15219,Polish Hill,2,AGG-ASSAULT,7
2017-01-16,04:32:00,15210,Carrick,3,AGG-ASSAULT,4
2017-01-15,15:49:00,15227,Carrick,3,AGG-ASSAULT,4
2017-01-18,20:18:00,15206,Lincoln-Lemington-Belmar,5,AGG-ASSAULT,9
2017-01-22,15:56:00,15213,Central Oakland,4,AGG-ASSAULT,3
2017-01-21,22:00:00,15210,Carrick,3,AGG-ASSAULT,4
2017-01-22,20:50:00,15203,South Side Flats,3,AGG-ASSAULT,3
2017-01-23,07:45:00,15206,East Liberty,5,AGG-ASSAULT,7
2017-01-19,08:25:00,15222,Central Business District,2,AGG-ASSAULT,6
2017-01-18,12:30:00,15214,Northview Heights,1,AGG-ASSAULT,1
2017-01-16,20:36:00,15212,Marshall-Shadeland,1,AGG-ASSAULT,1
2017-01-12,14:42:00,15207,Hazelwood,4,AGG-ASSAULT,5
2017-01-15,04:17:00,15221,Homewood South,5,AGG-ASSAULT,9
2017-01-15,15:09:00,15208,Point Breeze North,4,AGG-ASSAULT,9
2017-01-12,17:16:00,15214,Northview Heights,1,AGG-ASSAULT,1
2017-01-13,10:46:00,15221,East Hills,5,AGG-ASSAULT,9
2017-01-21,15:23:00,15210,Knoxville,3,AGG-ASSAULT,3
2017-01-17,20:29:00,15214,Northview Heights,1,AGG-ASSAULT,1
2017-01-16,01:20:00,15203,South Side Flats,3,AGG-ASSAULT,3
2017-01-21,00:40:00,15210,Arlington,3,AGG-ASSAULT,3
2017-01-19,03:52:00,15210,Arlington,3,AGG-ASSAULT,3
2017-01-19,01:00:00,15210,Carrick,3,AGG-ASSAULT,4
2017-01-05,12:36:00,15214,Perry South,1,AGG-ASSAULT,6
2017-01-02,15:05:00,15221,Homewood South,5,AGG-ASSAULT,9
2017-01-22,04:35:00,15212,Brighton Heights,1,AGG-ASSAULT,1
2017-01-19,08:25:00,15219,Central Business District,2,AGG-ASSAULT,6
2017-01-24,18:28:00,15214,Perry South,1,AGG-ASSAULT,6
2017-01-13,21:05:00,one 2,,2,AGGRAVATED INDECENT ASSAULT,
2017-01-20,19:08:00,one 1,,1,AGGRAVATED INDECENT ASSAULT,
2017-01-16,00:39:00,15220,Beechview,6,AGRICULTURAL VANDALISM,2
2017-01-24,20:10:00,", PA ",Windgap,6,AGRICULTURAL VANDALISM,2
2017-01-14,01:48:00,15206,Larimer,5,AGRICULTURAL VANDALISM,9
2017-01-14,06:49:00,15206,Shadyside,4,AGRICULTURAL VANDALISM,9
2017-01-21,00:08:00,15226,Beechview,6,AGRICULTURAL VANDALISM,4
2017-01-08,19:00:00,15219,Polish Hill,2,AIDED CASE,7
2016-12-27,19:30:00,15210,Carrick,3,AIDED CASE,4
2016-12-31,16:23:00,15215,Lincoln-Lemington-Belmar,5,AIDED CASE,9
2016-12-31,17:55:00,15206,East Liberty,5,AIDED CASE,9
2016-12-26,19:09:00,15210,Carrick,3,AIDED CASE,4
2016-12-28,17:33:00,15213,South Oakland,4,AIDED CASE,6
2016-12-26,21:28:00,15219,Central Business District,2,AIDED CASE,6
2016-12-30,18:40:00,15220,Elliott,6,AIDED CASE,2
2017-01-14,05:00:00,15212,Brighton Heights,1,AIDED CASE,1
2017-01-03,01:30:00,15214,Perry South,1,AIDED CASE,6
2017-01-02,01:21:00,15212,Marshall-Shadeland,1,AIDED CASE,1
2016-12-30,01:00:00,15212,Allegheny Center,1,AIDED CASE,1
2017-01-04,05:36:00,15222,Central Business District,2,AIDED CASE,6
2017-01-08,07:00:00,15204,Chartiers City,6,AIDED CASE,2
2017-01-05,19:30:00,15212,Perry South,1,AIDED CASE,6
2017-01-11,23:05:00,15212,Marshall-Shadeland,1,AIDED CASE,1
2017-01-09,18:58:00,15216,Beechview,6,AIDED CASE,4
2017-01-05,15:12:00,15210,Knoxville,3,AIDED CASE,
2017-01-13,10:45:00,15226,Sheraden,6,AIDED CASE,4
2017-01-06,15:00:00,15214,Perry South,1,AIDED CASE,1
2017-01-07,00:50:00,15219,Bluff,2,AIDED CASE,6
2016-12-28,07:56:00,15232,Shadyside,4,AIDED CASE,8
2016-12-27,19:05:00,15219,Crawford-Roberts,2,AIDED CASE,6
2017-01-09,20:15:00,15212,Brighton Heights,1,AIDED CASE,1
2017-01-09,19:03:00,15210,Carrick,3,AIDED CASE,4
2017-01-10,19:00:00,15226,Brookline,6,AIDED CASE,4
2016-12-27,10:30:00,15201,Upper Lawrenceville,2,AIDED CASE,7
2016-12-27,13:35:00,15207,Hazelwood,4,AIDED CASE,5
2016-12-28,03:00:00,15212,Allegheny Center,1,AIDED CASE,1
2016-12-28,22:04:00,15214,Fineview,1,AIDED CASE,6
2017-01-04,15:29:00,15204,Sheraden,6,AIDED CASE,2
2017-01-05,21:00:00,15201,Upper Lawrenceville,2,AIDED CASE,7
2017-01-06,00:28:00,15208,Point Breeze North,4,AIDED CASE,9
2017-01-01,16:30:00,15212,Spring Garden,1,AIDED CASE,1
2017-01-06,23:59:00,15217,Squirrel Hill North,4,AIDED CASE,8
2017-01-11,11:13:00,15212,East Allegheny,1,AIDED CASE,1
2017-01-04,09:00:00,15206,East Liberty,5,AIDED CASE,9
2017-01-07,20:06:00,15233,Manchester,1,AIDED CASE,6
2016-12-29,19:11:00,15212,Brighton Heights,1,AIDED CASE,1
2017-01-09,19:30:00,15221,East Hills,5,AIDED CASE,9
2017-01-10,11:31:00,15203,South Side Flats,3,AIDED CASE,3
2017-01-10,16:00:00,15206,East Liberty,5,AIDED CASE,9
2017-01-10,21:15:00,15208,Point Breeze North,4,AIDED CASE,9
2017-01-10,14:00:00,15212,Allegheny Center,1,AIDED CASE,1
2016-12-27,05:18:00,15204,Sheraden,6,AIDED CASE,2
2016-12-28,21:50:00,15232,Squirrel Hill North,4,AIDED CASE,8
2016-12-29,19:07:00,15226,Brookline,6,AIDED CASE,4
2017-01-09,23:39:00,15206,Friendship,5,AIDED CASE,9
2017-01-08,12:00:00,15219,Crawford-Roberts,2,AIDED CASE,6
2017-01-06,17:13:00,15207,Glen Hazel,4,AIDED CASE,5
2017-01-09,14:50:00,15206,Lincoln-Lemington-Belmar,5,AIDED CASE,9
2017-01-13,21:36:00,15226,Brookline,6,AIDED CASE,4
2017-01-17,17:00:00,15220,Crafton Heights,6,AIDED CASE,2
2017-01-23,00:41:00,15212,Central North Side,1,AIDED CASE,1
2017-01-16,21:04:00,15207,Hazelwood,4,AIDED CASE,5
2017-01-21,11:50:00,15208,Point Breeze North,4,AIDED CASE,9
2017-01-16,02:45:00,15201,Upper Lawrenceville,2,AIDED CASE,
2017-01-19,15:17:00,15214,Northview Heights,1,AIDED CASE,1
2017-01-16,16:25:00,15212,Marshall-Shadeland,1,AIDED CASE,1
2017-01-19,17:20:00,15212,Troy Hill,1,AIDED CASE,1
2017-01-13,01:01:00,15222,Central Business District,2,AIDED CASE,7
2017-01-14,02:05:00,15222,Central Business District,2,AIDED CASE,6
2017-01-14,12:30:00,15207,Hazelwood,4,AIDED CASE,5
2017-01-16,12:30:00,15206,Lincoln-Lemington-Belmar,5,AIDED CASE,9
2017-01-13,17:20:00,15218,Swisshelm Park,4,AIDED CASE,5
2017-01-14,16:50:00,15232,Shadyside,4,AIDED CASE,8
2017-01-13,21:23:00,15206,Garfield,5,AIDED CASE,9
2017-01-13,07:20:00,15212,Spring Hill-City View,1,AIDED CASE,1
2017-01-18,16:36:00,15221,East Hills,5,AIDED CASE,9
2017-01-12,17:23:00,15213,South Oakland,4,AIDED CASE,3
2017-01-22,15:21:00,15203,South Side Flats,3,AIDED CASE,6
2017-01-23,12:30:00,15206,Lincoln-Lemington-Belmar,5,AIDED CASE,9
2017-01-23,23:55:00,15221,East Hills,5,AIDED CASE,9
2017-01-24,16:25:00,15213,South Oakland,4,AIDED CASE,6
2017-01-14,05:20:00,15219,Crawford-Roberts,2,AIDED CASE,6
2017-01-16,03:00:00,15206,Larimer,5,AIDED CASE,9
2017-01-14,20:54:00,15206,Lincoln-Lemington-Belmar,5,AIDED CASE,9
2017-01-16,00:46:00,15216,Beechview,6,AIDED CASE,4
2017-01-17,05:16:00,15212,Brighton Heights,1,AIDED CASE,1
2017-01-16,20:00:00,15204,Sheraden,6,AIDED CASE,2
2017-01-18,15:30:00,15226,Brookline,6,AIDED CASE,4
2017-01-23,01:30:00,15205,Crafton Heights,6,AIDED CASE,2
2017-01-23,01:17:00,15206,East Liberty,5,AIDED CASE,9
2017-01-24,16:05:00,15222,Central Business District,2,AIDED CASE,6
2017-01-23,22:00:00,15204,Sheraden,6,AIDED CASE,2
2017-01-14,00:40:00,15214,Northview Heights,1,AIDED CASE,1
2017-01-13,01:11:00,15213,South Oakland,4,AIDED CASE,3
2017-01-17,18:30:00,15219,Middle Hill,2,AIDED CASE,6
2017-01-18,00:34:00,15214,Perry South,1,AIDED CASE,6
2017-01-19,16:00:00,15212,Marshall-Shadeland,1,AIDED CASE,1
2017-01-22,02:28:00,15212,Central North Side,1,AIDED CASE,6
2017-01-19,20:00:00,15204,Sheraden,6,AIDED CASE,2
2017-01-20,14:30:00,15212,Marshall-Shadeland,1,AIDED CASE,1
2017-01-22,17:30:00,15216,Beechview,6,AIDED CASE,4
2017-01-11,11:10:00,15210,Carrick,3,ARREST ON ATTACHMENT ORDER,4
2017-01-07,11:34:00,15208,Homewood West,5,ARREST ON ATTACHMENT ORDER,9
2016-12-28,09:27:00,15212,Spring Garden,1,BENCH WARRANT ARREST - NO TIE,1
2016-12-26,10:22:00,15206,Lincoln-Lemington-Belmar,5,BENCH WARRANT ARREST - NO TIE,9
2016-12-31,10:19:00,15212,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,1
2017-01-09,17:43:00,15207,Hazelwood,4,BENCH WARRANT ARREST - NO TIE,5
2017-01-05,20:39:00,15208,Homewood North,5,BENCH WARRANT ARREST - NO TIE,9
2016-12-26,20:10:00,15212,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,1
2017-01-10,17:19:00,15210,Knoxville,3,BENCH WARRANT ARREST - NO TIE,3
2016-12-31,04:18:00,15221,Homewood South,5,BENCH WARRANT ARREST - NO TIE,9
2017-01-11,19:25:00,15226,Brookline,6,BENCH WARRANT ARREST - NO TIE,4
2017-01-07,06:15:00,15222,Central Business District,2,BENCH WARRANT ARREST - NO TIE,6
2017-01-07,16:10:00,15219,Middle Hill,2,BENCH WARRANT ARREST - NO TIE,6
2017-01-09,16:00:00,15212,Brighton Heights,1,BENCH WARRANT ARREST - NO TIE,1
2016-12-26,12:23:00,15219,Middle Hill,2,BENCH WARRANT ARREST - NO TIE,6
2016-12-29,17:50:00,15204,Sheraden,6,BENCH WARRANT ARREST - NO TIE,2
2017-01-07,02:58:00,15208,Homewood North,5,BENCH WARRANT ARREST - NO TIE,9
2016-12-27,09:34:00,15208,Point Breeze North,4,BENCH WARRANT ARREST - NO TIE,9
2017-01-10,15:17:00,15224,Bloomfield,5,BENCH WARRANT ARREST - NO TIE,7
2017-01-11,01:23:00,15206,Larimer,5,BENCH WARRANT ARREST - NO TIE,9
2016-12-29,14:00:00,15233,Chateau,1,BENCH WARRANT ARREST - NO TIE,6
2017-01-09,11:33:00,15212,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,1
2017-01-09,15:50:00,15212,Brighton Heights,1,BENCH WARRANT ARREST - NO TIE,1
2016-12-29,14:59:00,15219,Central Business District,2,BENCH WARRANT ARREST - NO TIE,
2016-12-28,21:14:00,15224,Garfield,5,BENCH WARRANT ARREST - NO TIE,9
2016-12-27,03:56:00,15212,Allegheny Center,1,BENCH WARRANT ARREST - NO TIE,1
2016-12-28,01:30:00,15210,Allentown,3,BENCH WARRANT ARREST - NO TIE,3
2017-01-03,17:39:00,15220,Elliott,6,BENCH WARRANT ARREST - NO TIE,2
2017-01-02,21:24:00,15216,Banksville,6,BENCH WARRANT ARREST - NO TIE,2
2017-01-21,10:00:00,15228,Point Breeze North,4,BENCH WARRANT ARREST - NO TIE,9
2017-01-16,16:50:00,15207,Lincoln Place,4,BENCH WARRANT ARREST - NO TIE,5
2017-01-19,19:17:00,15219,Bluff,2,BENCH WARRANT ARREST - NO TIE,6
2017-01-21,20:06:00,15206,Larimer,5,BENCH WARRANT ARREST - NO TIE,9
2017-01-14,03:30:00,15216,Beechview,6,BENCH WARRANT ARREST - NO TIE,4
2017-01-16,02:10:00,15201,Central Lawrenceville,2,BENCH WARRANT ARREST - NO TIE,7
2017-01-18,13:29:00,15208,Homewood North,5,BENCH WARRANT ARREST - NO TIE,9
2017-01-17,16:47:00,15220,Elliott,6,BENCH WARRANT ARREST - NO TIE,2
2017-01-19,01:31:00,15203,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,3
2017-01-16,16:38:00,15220,Crafton Heights,6,BENCH WARRANT ARREST - NO TIE,2
2017-01-23,17:44:00,15204,Elliott,6,BENCH WARRANT ARREST - NO TIE,2
2017-01-21,22:30:00,15219,Crawford-Roberts,2,BENCH WARRANT ARREST - NO TIE,6
2017-01-23,12:26:00,15221,Homewood South,5,BENCH WARRANT ARREST - NO TIE,9
2017-01-24,17:54:00,15212,Central North Side,1,BENCH WARRANT ARREST - NO TIE,1
2017-01-19,21:22:00,15204,Sheraden,6,BENCH WARRANT ARREST - NO TIE,2
2017-01-19,19:50:00,15214,Perry South,1,BENCH WARRANT ARREST - NO TIE,6
2017-01-15,22:10:00,15232,Shadyside,4,BENCH WARRANT ARREST - NO TIE,8
2017-01-12,18:02:00,15203,South Side Slopes,3,BENCH WARRANT ARREST - NO TIE,3
2017-01-17,15:07:00,15210,Allentown,3,BENCH WARRANT ARREST - NO TIE,3
2017-01-18,13:10:00,15233,Chateau,1,BENCH WARRANT ARREST - NO TIE,6
2017-01-19,20:10:00,15212,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,1
2017-01-17,19:00:00,15226,Brookline,6,BENCH WARRANT ARREST - NO TIE,4
2017-01-24,12:37:00,15212,Spring Hill-City View,1,BENCH WARRANT ARREST - NO TIE,1
2017-01-05,15:00:00,15207,Greenfield,4,BURGLARY,5
2016-12-26,14:30:00,15206,East Liberty,5,BURGLARY,9
2016-12-29,11:00:00,15208,Homewood South,5,BURGLARY,9
2017-01-01,17:53:00,15213,Central Oakland,4,BURGLARY,3
2017-01-01,17:30:00,15212,Marshall-Shadeland,1,BURGLARY,1
2017-01-01,23:50:00,15212,Spring Hill-City View,1,BURGLARY,1
2017-01-04,01:00:00,15213,Central Oakland,4,BURGLARY,3
2017-01-08,23:00:00,15217,Squirrel Hill South,4,BURGLARY,5
2017-01-06,11:15:00,15211,Mount Washington,3,BURGLARY,2
2017-01-09,06:11:00,15233,Chateau,1,BURGLARY,6
2017-01-11,22:00:00,15204,Sheraden,6,BURGLARY,2
2017-01-09,21:00:00,15210,Bon Air,3,BURGLARY,4
2017-01-01,20:00:00,15213,South Oakland,4,BURGLARY,3
2016-12-29,09:30:00,15213,Central Oakland,4,BURGLARY,3
2017-01-04,03:00:00,15217,Squirrel Hill North,4,BURGLARY,8
2017-01-03,09:15:00,15219,Crawford-Roberts,2,BURGLARY,6
2017-01-04,14:20:00,15208,Homewood South,5,BURGLARY,9
2017-01-07,01:50:00,15203,South Side Flats,3,BURGLARY,3
2017-01-09,15:00:00,15208,Point Breeze North,4,BURGLARY,9
2017-01-06,12:00:00,15210,Mount Oliver,3,BURGLARY,3
2016-12-27,08:00:00,15221,East Hills,5,BURGLARY,9
2017-01-10,16:05:00,15227,Carrick,3,BURGLARY,4
2017-01-10,21:48:00,15201,Upper Lawrenceville,2,BURGLARY,7
2017-01-04,19:40:00,15203,South Side Flats,3,BURGLARY,3
2017-01-10,16:00:00,15221,East Hills,5,BURGLARY,9
2017-01-11,22:56:00,15219,West Oakland,4,BURGLARY,6
2017-01-11,16:00:00,15211,Mount Washington,3,BURGLARY,1
2017-01-12,02:15:00,15219,Upper Hill,2,BURGLARY,6
2017-01-12,01:45:00,15226,Brookline,6,BURGLARY,4
2016-12-27,08:54:00,15206,Larimer,5,BURGLARY,9
2017-01-12,06:00:00,15212,North Shore,1,BURGLARY,1
2016-12-29,11:09:00,15212,East Allegheny,1,BURGLARY,1
2016-12-31,17:45:00,15212,Spring Garden,1,BURGLARY,1
2016-12-28,16:00:00,15213,North Oakland,4,BURGLARY,8
2017-01-11,16:50:00,15226,Brookline,6,BURGLARY,4
2017-01-02,15:00:00,15210,Beltzhoover,3,BURGLARY,4
2017-01-03,21:45:00,15217,Squirrel Hill South,4,BURGLARY,5
2017-01-01,22:00:00,15210,Knoxville,3,BURGLARY,3
2017-01-02,19:53:00,15212,Spring Garden,1,BURGLARY,1
2016-12-26,16:07:00,15206,Larimer,5,BURGLARY,9
2016-12-27,15:00:00,15207,Hazelwood,4,BURGLARY,5
2017-01-06,04:00:00,15203,South Side Flats,3,BURGLARY,3
2017-01-06,23:00:00,15212,Spring Hill-City View,1,BURGLARY,1
2016-12-26,10:00:00,15206,Larimer,5,BURGLARY,9
2017-01-10,21:05:00,15221,East Hills,5,BURGLARY,9
2016-12-27,09:00:00,15211,Mount Washington,3,BURGLARY,3
2016-12-29,13:00:00,15219,Bedford Dwellings,2,BURGLARY,6
2016-12-30,03:55:00,15213,North Oakland,4,BURGLARY,6
2017-01-11,14:30:00,15206,Lincoln-Lemington-Belmar,5,BURGLARY,9
2017-01-06,21:00:00,15212,Spring Hill-City View,1,BURGLARY,1
2017-01-10,02:00:00,15213,Central Oakland,4,BURGLARY,3
2017-01-10,10:40:00,15213,Central Oakland,4,BURGLARY,3
2016-12-28,18:00:00,15224,Bloomfield,5,BURGLARY,7
2017-01-10,12:00:00,15210,Carrick,3,BURGLARY,4
2016-12-28,21:45:00,15217,Greenfield,4,BURGLARY,5
2016-12-26,14:30:00,15219,Upper Hill,2,BURGLARY,6
2016-12-29,14:00:00,15210,Beltzhoover,3,BURGLARY,3
2016-12-27,20:30:00,15206,Shadyside,4,BURGLARY,8
2016-12-28,08:30:00,15220,West End,6,BURGLARY,2
2017-01-01,04:35:00,15226,Brookline,6,BURGLARY,4
2016-12-28,08:15:00,15220,West End,6,BURGLARY,2
2017-01-09,18:15:00,15212,Central North Side,1,BURGLARY,1
2017-01-01,13:42:00,15212,Allegheny Center,1,BURGLARY,1
2017-01-07,14:00:00,15205,Oakwood,6,BURGLARY,2
2016-12-31,23:00:00,15201,Lower Lawrenceville,2,BURGLARY,7
2017-01-06,13:15:00,15212,East Allegheny,1,BURGLARY,1
2017-01-04,15:37:00,15210,Arlington,3,BURGLARY,3
2017-01-03,06:30:00,15206,East Liberty,5,BURGLARY,9
2017-01-05,00:30:00,15206,Stanton Heights,5,BURGLARY,7
2017-01-04,12:20:00,15201,Central Lawrenceville,2,BURGLARY,7
2017-01-04,18:15:00,15207,Hazelwood,4,BURGLARY,5
2017-01-07,23:46:00,15210,Carrick,3,BURGLARY,4
2017-01-11,06:30:00,15203,South Side Flats,3,BURGLARY,3
2017-01-05,19:13:00,15208,Homewood North,5,BURGLARY,9
2017-01-09,11:00:00,15208,Homewood South,5,BURGLARY,9
2017-01-13,03:10:00,15201,Strip District,2,BURGLARY,7
2017-01-21,19:00:00,15206,Lincoln-Lemington-Belmar,5,BURGLARY,9
2017-01-19,13:26:00,15203,South Side Slopes,3,BURGLARY,3
2017-01-19,14:30:00,15232,Shadyside,4,BURGLARY,8
2017-01-14,20:00:00,15206,Shadyside,4,BURGLARY,8
2017-01-12,19:35:00,15212,East Allegheny,1,BURGLARY,1
2017-01-17,20:20:00,15219,Bluff,2,BURGLARY,6
2017-01-16,06:36:00,15203,South Side Flats,3,BURGLARY,3
2017-01-22,03:11:00,15213,Central Oakland,4,BURGLARY,3
2017-01-22,13:30:00,15226,Brookline,6,BURGLARY,4
2017-01-16,17:00:00,15216,Beechview,6,BURGLARY,4
2017-01-22,16:30:00,15208,Homewood South,5,BURGLARY,9
2017-01-24,01:15:00,15210,Beltzhoover,3,BURGLARY,3
2017-01-21,18:00:00,15210,Knoxville,3,BURGLARY,3
2017-01-13,11:00:00,15208,Homewood North,5,BURGLARY,9
2017-01-19,07:50:00,15212,Central North Side,1,BURGLARY,1
2017-01-24,19:43:00,15219,South Side Flats,3,BURGLARY,3
2017-01-24,16:44:00,15210,Knoxville,3,BURGLARY,3
2017-01-20,07:00:00,15210,Bon Air,3,BURGLARY,4
2017-01-15,11:30:00,15213,Central Oakland,4,BURGLARY,3
2017-01-15,21:05:00,15213,Central Oakland,4,BURGLARY,3
2017-01-16,13:57:00,15212,Spring Hill-City View,1,BURGLARY,1
2017-01-13,12:00:00,15217,Squirrel Hill South,4,BURGLARY,5
2017-01-18,14:20:00,15224,Garfield,5,BURGLARY,9
2017-01-19,16:20:00,15214,Perry South,1,BURGLARY,6
2017-01-12,14:30:00,15211,Mount Washington,3,BURGLARY,2
2017-01-12,14:25:00,15213,Middle Hill,2,BURGLARY,6
2017-01-14,10:30:00,15213,North Oakland,4,BURGLARY,6
2017-01-17,20:30:00,15207,Hazelwood,4,BURGLARY,5
2017-01-19,15:00:00,15204,Sheraden,6,BURGLARY,2
2017-01-22,22:30:00,15226,Brookline,6,BURGLARY,4
2017-01-22,11:30:00,15210,Beltzhoover,3,BURGLARY,3
2017-01-24,14:20:00,15211,Duquesne Heights,3,BURGLARY,2
2017-01-23,14:00:00,15211,Duquesne Heights,3,BURGLARY,2
2017-01-23,14:20:00,15212,Spring Hill-City View,1,BURGLARY,1
2017-01-13,19:11:00,15210,South Side Slopes,3,BURGLARY,3
2017-01-20,20:50:00,15219,Crawford-Roberts,2,BURGLARY,6
2017-01-15,19:10:00,15214,Perry South,1,BURGLARY,6
2017-01-19,15:16:00,15210,Carrick,3,BURGLARY,4
2017-01-14,07:00:00,15222,Strip District,2,BURGLARY,7
2017-01-16,23:30:00,15216,Beechview,6,BURGLARY,4
2017-01-12,17:30:00,15208,Homewood South,5,BURGLARY,9
2017-01-18,20:23:00,15224,Bloomfield,5,BURGLARY,7
2017-01-06,23:00:00,15219,Spring Hill-City View,1,BURGLARY,6
2017-01-13,06:30:00,15208,Homewood North,5,BURGLARY,9
2017-01-15,20:00:00,15217,Squirrel Hill South,4,BURGLARY,5
2017-01-18,13:00:00,15213,Terrace Village,2,BURGLARY,6
2017-01-19,01:00:00,15234,Overbrook,3,BURGLARY,4
2017-01-18,17:00:00,15201,Lower Lawrenceville,2,BURGLARY,7
2017-01-20,05:33:00,15214,Perry South,1,BURGLARY,6
2017-01-24,02:30:00,15210,Arlington,3,BURGLARY,3
2017-01-22,12:00:00,15204,Sheraden,6,BURGLARY,2
2017-01-24,17:30:00,15214,Perry North,1,BURGLARY,1
2017-01-17,12:50:00,15212,Marshall-Shadeland,1,BURGLARY,1
2017-01-21,13:00:00,15214,Perry South,1,BURGLARY,6
2017-01-19,16:20:00,15214,Perry South,1,BURGLARY,6
2017-01-12,10:20:00,15221,Homewood North,5,BURGLARY,9
